,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1096530,1096530,Solasta: Crown of the Magister,Tactical Adventures,Tactical Adventures,,16536,2350,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,576
302670,302670,Call to Arms,Digitalmindsoft,Digitalmindsoft,,17631,4515,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,334
509980,509980,BIGFOOT,CyberLight Game Studio,CyberLight Game Studio,,15506,3372,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,141
955050,955050,Bright Memory,FYQD-Studio,"FYQD-Studio, PLAYISM",,29514,2961,0,"1,000,000 .. 2,000,000",0,0,0,0,799,799,0,7
323850,323850,Move or Die,Those Awesome Guys,Those Awesome Guys,,20514,2330,0,"1,000,000 .. 2,000,000",0,0,0,0,374,1499,75,158
1016920,1016920,Unrailed!,Indoor Astronaut,Daedalic Entertainment,,16381,1176,0,"1,000,000 .. 2,000,000",0,0,0,0,499,1999,75,636
1476970,1476970,Legends of IdleOn - Idle MMO,Lavaflame2,Lavaflame2,,13292,3720,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,12465
805550,805550,Assetto Corsa Competizione,Kunos Simulazioni,505 Games,,30814,2610,0,"1,000,000 .. 2,000,000",0,0,0,0,3999,3999,0,5467
673130,673130,AMID EVIL,Indefatigable,New Blood Interactive,,6283,380,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,19
673950,673950,Farm Together,Milkstone Studios,Milkstone Studios,,20005,1239,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,662
843380,843380,Super Animal Royale,Pixile,Pixile,,37607,2494,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,886
246900,246900,Viscera Cleanup Detail,RuneStorm,RuneStorm,,19142,1432,0,"1,000,000 .. 2,000,000",0,0,0,0,1299,1299,0,299
337320,337320,Paint the Town Red,South East Games,South East Games,,25384,1124,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,281
230290,230290,Universe Sandbox,Giant Army,Giant Army,,23033,899,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,479
961200,961200,Predecessor,Omeda Studios,Omeda Studios,,7656,2399,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,2280
374040,374040,Portal Knights,Keen Games GmbH,505 Games,,17546,3508,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,157
1676130,1676130,Deadlink,Gruby Entertainment,SuperGG.com,,2738,289,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,51
1094520,1094520,Sands of Salzaar,汉家松鼠Han-Squirrel Studio,XD,,18315,3892,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,228
457330,457330,High Octane Drift,Cruderocks,Cruderocks,,3288,2670,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,10
1241100,1241100,POLYGON: Multiplayer Shooter,Redaster Studio,Redaster Studio,,22060,7551,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,739
339280,339280,Strife,S2 Games,S2 Games,,3631,1143,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,0
313120,313120,Stranded Deep,Beam Team Games,Beam Team Publishing,,32873,10989,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,671
356670,356670,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios,,13431,1014,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,28
434650,434650,Lost Castle / 失落城堡,Hunter Studio,Neon Doctrine,,20097,2939,0,"1,000,000 .. 2,000,000",0,0,0,0,999,999,0,321
450540,450540,"Hot Dogs, Horseshoes & Hand Grenades",RUST LTD.,RUST LTD.,,19615,602,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,271
1147550,1147550,Not For Broadcast,NotGames,tinyBuild,,9866,608,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,66
681660,681660,Bless Online,NEOWIZ BLESS STUDIO,NEOWIZ,,3706,6220,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,1
304030,304030,ArcheAge,XLGAMES,Kakao Games Europe B.V.,,3826,3556,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,43
552100,552100,Brick Rigs,Fluppisoft,Fluppisoft,,39518,2460,0,"1,000,000 .. 2,000,000",0,0,0,0,1899,1899,0,1579
512900,512900,Streets of Rogue,Matt Dabrowski,tinyBuild,,19656,789,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,564
1388770,1388770,Cruelty Squad,Consumer Softproducts,Consumer Softproducts,,16673,537,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,87
1129580,1129580,Medieval Dynasty,Render Cube,Toplitz Productions,,35467,3595,0,"1,000,000 .. 2,000,000",0,0,0,0,3499,3499,0,4464
558100,558100,Art of War: Red Tides,Game Science,Game Science,,5366,1441,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,56
490220,490220,Prismata,Lunarch Studios,Lunarch Studios,,966,207,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,6
813630,813630,Supraland,Supra Games,Supra Games,,11255,562,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,84
1207590,1207590,Builders of Egypt: Prologue,Strategy Labs,"Strategy Labs, PlayWay S.A., CreativeForge Games",,2959,1088,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,8
867210,867210,Songs of Conquest,Lavapotion,Coffee Stain Publishing,,7210,1066,0,"1,000,000 .. 2,000,000",0,0,0,0,3499,3499,0,1498
361280,361280,Turmoil,Gamious,Gamious,,12232,925,0,"1,000,000 .. 2,000,000",0,0,0,0,1299,1299,0,287
367450,367450,Poly Bridge,Dry Cactus,Dry Cactus,,15454,1442,0,"1,000,000 .. 2,000,000",0,0,0,0,999,999,0,128
505460,505460,Foxhole,Siege Camp,Siege Camp,,29756,6431,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,2066
667530,667530,Drunken Wrestlers 2,Oleg Skutte,Gamegrustudio,,13034,1814,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,225
977400,977400,Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch,,18503,1972,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,3131
274520,274520,Darkwood,Acid Wizard Studio,Acid Wizard Studio,,17512,971,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,167
1359090,1359090,Zero Hour,"M7 Productions, Attrito","Attrito, M7 Productions",,22851,5669,0,"1,000,000 .. 2,000,000",0,0,0,0,1199,1199,0,158
244930,244930,SNOW - The Ultimate Edition,"Poppermost Productions, WastedStudios, Crytek",Crytek,,7780,4305,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,0
1088150,1088150,Scribble It!,Detach Entertainment,Detach Entertainment,,6311,1036,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,138
1929610,1929610,Demonologist,Clock Wizard Games,Clock Wizard Games,,15553,2399,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,516
1307550,1307550,Craftopia,Pocketpair,Pocketpair,,15168,4699,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,250
383980,383980,Rivals of Aether,Aether Studios,Aether Studios,,31434,1425,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,351
1029550,1029550,Torque Drift,Grease Monkey Games,Grease Monkey Games,,8308,2603,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,267
1211020,1211020,Wobbly Life,RubberBandGames,"RubberBandGames, Curve Games",,19868,620,0,"1,000,000 .. 2,000,000",0,0,0,0,1259,1799,30,1534
290340,290340,Armello,League of Geeks,League of Geeks,,12649,2791,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,101
383120,383120,Empyrion - Galactic Survival,Eleon Game Studios,Eleon Game Studios,,25284,6596,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,1819
1290000,1290000,PowerWash Simulator,FuturLab,Square Enix,,42960,1188,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,1940
1789480,1789480,Marauders,Small Impact Games,Team17,,14662,5078,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,161
625960,625960,Stoneshard,Ink Stains Games,HypeTrain Digital,,19215,6628,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,405
1022450,1022450,War Selection,Glyph Worlds,Glyph Worlds,,17347,2787,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,1101
1291340,1291340,Townscaper,Oskar Stålberg,Raw Fury,,19304,834,0,"1,000,000 .. 2,000,000",0,0,0,0,599,599,0,83
16900,16900,GROUND BRANCH,BlackFoot Studios,MicroProse Software,,16711,1887,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,413
1621690,1621690,Core Keeper,Pugstorm,Fireshine Games,,29486,2530,0,"1,000,000 .. 2,000,000",0,0,0,0,1599,1599,0,3726
573090,573090,Stormworks: Build and Rescue,Geometa,Geometa,,41910,4844,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,2517
300380,300380,Road Redemption,"Redemption Road, Pixel Dash Studios",Tripwire Presents,,9653,2097,0,"1,000,000 .. 2,000,000",0,0,0,0,299,1999,85,88
337950,337950,The SKIES - BETA,Eforb,Eforb,,1674,2294,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,0
903950,903950,Last Oasis,Donkey Crew,"Donkey Crew, Snail Games USA",,14703,9063,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,149
1268750,1268750,Starship Troopers: Extermination,Offworld,Offworld,,23346,3906,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,661
1161580,1161580,Hardspace: Shipbreaker,Blackbird Interactive,Focus Entertainment,,16698,2002,0,"1,000,000 .. 2,000,000",0,0,0,0,1399,3499,60,453
268870,268870,Satellite Reign,5 Lives Studios,5 Lives Studios,,3655,1459,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,12
226860,226860,Galactic Civilizations III,Stardock Entertainment,Stardock Entertainment,,7808,2389,0,"1,000,000 .. 2,000,000",0,0,0,0,3999,3999,0,235
736190,736190,Chinese Parents,墨鱼玩游戏,墨鱼玩游戏,,20923,1857,0,"1,000,000 .. 2,000,000",0,0,0,0,999,999,0,302
1527950,1527950,Wartales,Shiro Games,Shiro Games,,22348,2210,0,"1,000,000 .. 2,000,000",0,0,0,0,2449,3499,30,1964
1605220,1605220,Dune: Spice Wars,Shiro Games,"Funcom, Shiro Games",,8843,2220,0,"1,000,000 .. 2,000,000",0,0,0,0,1924,3499,45,928
1418630,1418630,Dread Hunger,Dread Hunger Team,Digital Confectioners,,27770,18311,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,1949
997010,997010,Police Simulator: Patrol Officers,Aesir Interactive,astragon Entertainment,,12772,3095,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,492
1017180,1017180,The Long Drive,Genesz,Genesz,,30593,2884,0,"1,000,000 .. 2,000,000",0,0,0,0,1599,1599,0,762
469600,469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,AutoAttack Games,,10361,1679,0,"1,000,000 .. 2,000,000",0,0,0,0,1249,2499,50,1254
1455840,1455840,Dorfromantik,Toukana Interactive,Toukana Interactive,,24937,878,0,"1,000,000 .. 2,000,000",0,0,0,0,979,1399,30,747
446150,446150,GUNS UP!,"Valkyrie Entertainment, LLC",PlayStation PC LLC,,4869,1679,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,0
1372640,1372640,Candle In Darkness,"Shub-Niggurath Games, ShopaLover",ShopaLover,,6,2,0,"1,000,000 .. 2,000,000",0,0,0,0,499,499,0,0
879160,879160,Battlerite Royale,Stunlock Studios,Stunlock Studios,,6085,2100,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,8
728540,728540,Islands of Nyne: Battle Royale,Define Human Studios,Define Human Studios,,3414,3337,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,0
1810580,1810580,Nobody - The Turnaround,U.Ground Game Studio,Thermite Games,,8410,5549,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,101
707010,707010,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,,11681,4887,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,1331
1657630,1657630,Slime Rancher 2,Monomi Park,Monomi Park,,25906,1509,0,"1,000,000 .. 2,000,000",0,0,0,0,2099,2999,30,1087
1244800,1244800,Terraformers,Asteroid Lab,"Goblinz Publishing, IndieArk",,2398,326,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,1999,0,178
544920,544920,Darwin Project,Scavengers Studio,Scavengers Studio,,15016,3436,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,3
753650,753650,Due Process,Giant Enemy Crab,Giant Enemy Crab,,4949,1282,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,1
666140,666140,My Time at Portia,Pathea Games,Focus Entertainment,,38744,3384,0,"1,000,000 .. 2,000,000",0,0,0,0,2999,2999,0,776
285920,285920,TerraTech,Payload Studios,Payload Studios,,19993,1929,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,533
1036700,1036700,My Beautiful Paper Smile,Two Star Games,"V Publishing, Surefire.Games",,329,51,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,0
1062090,1062090,Timberborn,Mechanistry,Mechanistry,,23282,1285,0,"1,000,000 .. 2,000,000",0,0,0,0,1999,2499,20,2995
298610,298610,Ylands,Bohemia Interactive,Bohemia Interactive,,4800,2855,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,208
331360,331360,Heavy Metal Machines,Hoplon,Forthright Entertainment,,2981,988,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,4
1284190,1284190,The Planet Crafter,Miju Games,Miju Games,,34165,1392,0,"1,000,000 .. 2,000,000",0,0,0,0,2399,2399,0,9481
347560,347560,Terra Incognita Chapter One: The Descendant,Back To Basics Gaming,Back To Basics Gaming,,673,367,0,"1,000,000 .. 2,000,000",0,0,0,0,99,199,50,1
1253920,1253920,Rogue Legacy 2,Cellar Door Games,Cellar Door Games,,12560,1253,0,"1,000,000 .. 2,000,000",0,0,0,0,2499,2499,0,364
1966900,1966900,20 Minutes Till Dawn,flanne,"Erabit, flanne",,24147,2110,0,"1,000,000 .. 2,000,000",0,0,0,0,499,499,0,295
571740,571740,Golf It!,Perfuse Entertainment,Perfuse Entertainment,,24572,2575,0,"1,000,000 .. 2,000,000",0,0,0,0,899,899,0,633
1226470,1226470,Shadow Arena,Pearl Abyss,Pearl Abyss,,3078,2436,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,0
790710,790710,World of Warplanes,Wargaming Group Limited,Wargaming Group Limited,,3284,1236,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,162
1106840,1106840,Hydroneer,Foulball Hangover,Foulball Hangover,,19018,2794,0,"1,000,000 .. 2,000,000",0,0,0,0,1499,1499,0,950
1104450,1104450,Bombergrounds: Battle Royale,Gigantic Duck Games,Gigantic Duck Games,,7263,1125,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,48
939400,939400,LoveChoice,Akaba Studio,Akaba Studio,,28675,1975,0,"1,000,000 .. 2,000,000",0,0,0,0,199,199,0,147
711810,711810,Never Split the Party,Legend Studio,Legend Studio,,3286,1004,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,8
611790,611790,House Party,"Eek! Games, LLC","Eek! Games, LLC",,12451,1913,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,221
1030210,1030210,Torchlight III,Echtra Inc.,Arc Games,,5152,5890,0,"500,000 .. 1,000,000",0,0,0,0,3999,3999,0,37
2390840,2390840,Zombie Defense: The Last Frontier,LilMemes Production,LilMemes Production,,24,10,0,"500,000 .. 1,000,000",0,0,0,0,299,299,0,0
597170,597170,Clone Drone in the Danger Zone,Doborog Games,Doborog Games,,27207,890,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,386
310370,310370,The Way of Life Free Edition,"CyberCoconut, Fabio Ferrara",CyberCoconut,,4674,1634,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,1
559650,559650,Witch It,Barrel Roll Games,Barrel Roll Games,,16256,2071,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,176
1025580,1025580,Vainglory,Super Evil Megacorp,Super Evil Megacorp,,2740,1447,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,1
375480,375480,Chronicon,Subworld,Subworld,,8501,491,0,"500,000 .. 1,000,000",0,0,0,0,1399,1399,0,73
393420,393420,Hurtworld,Bankroll Studios,Bankroll Studios,,23817,7423,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,193
690040,690040,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,SUPERHOT Team,,9572,1756,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,32
1189490,1189490,觅长生,Chalcedony Network,Chalcedony Network,,23275,1663,0,"500,000 .. 1,000,000",0,0,0,0,1499,1499,0,2422
326460,326460,ShellShock Live,kChamp Games,kChamp Games,,31721,2267,0,"500,000 .. 1,000,000",0,0,0,0,999,999,0,526
365360,365360,Battle Brothers,Overhype Studios,Overhype Studios,,19399,2566,0,"500,000 .. 1,000,000",0,0,0,0,2999,2999,0,1652
1206560,1206560,WorldBox - God Simulator,Maxim Karpenko,Maxim Karpenko,,31840,1758,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,1976
240760,240760,Wasteland 2: Director's Cut,inXile Entertainment,inXile Entertainment,,6609,1409,0,"500,000 .. 1,000,000",0,0,0,0,749,2999,75,15
449960,449960,Book of Demons,Thing Trunk,Thing Trunk,,9471,2403,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,18
522210,522210,Serial Cleaner,Draw Distance,Curve Games,,2968,481,0,"500,000 .. 1,000,000",0,0,0,0,149,1499,90,16
686200,686200,Door Kickers: Action Squad,"PixelShard, KillHouse Games",KillHouse Games,,9082,498,0,"500,000 .. 1,000,000",0,0,0,0,1399,1399,0,74
319910,319910,Trine 3: The Artifacts of Power,Frozenbyte,Frozenbyte,,5423,3099,0,"500,000 .. 1,000,000",0,0,0,0,527,2199,76,27
1203630,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,"Team Ladybug, WSS playground","WSS playground, PLAYISM",,5689,413,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,12
859580,859580,Imperator: Rome,Paradox Development Studio,Paradox Interactive,,16405,9253,0,"500,000 .. 1,000,000",0,0,0,0,3999,3999,0,924
396750,396750,EVERSPACE,ROCKFISH Games,ROCKFISH Games,,8363,2235,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,48
1049800,1049800,BLOCKADE,Novalink,Novalink,,8392,2867,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,88
2218750,2218750,Halls of Torment,Chasing Carrots,Chasing Carrots,,20299,762,0,"500,000 .. 1,000,000",0,0,0,0,499,499,0,553
585420,585420,Trailmakers,Flashbulb,Flashbulb,,20165,1604,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,1747
895400,895400,Deadside,Bad Pixel,"Bad Pixel, tinyBuild",,26417,7751,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,848
1120810,1120810,Eastern Exorcist,Wildfire Game（无锡野火数字科技有限公司）,bilibili,,5413,985,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,6
1210320,1210320,Potion Craft: Alchemist Simulator,niceplay games,tinyBuild,,27954,2446,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,623
690830,690830,Foundation,Polymorph Games,Polymorph Games,,12738,1846,0,"500,000 .. 1,000,000",0,0,0,0,2999,2999,0,419
575090,575090,Flame of Memory,Kacper Stasiełuk,Kacper Stasiełuk,,20,13,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,0
375230,375230,"Warhammer 40,000: Eternal Crusade",Behaviour Interactive Inc.,Behaviour Interactive Inc.,,6265,6310,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,0
320240,320240,We Happy Few,Compulsion Games,Gearbox Publishing,,9786,2976,0,"500,000 .. 1,000,000",0,0,0,0,5999,5999,0,87
690510,690510,Immortal Soul: Black Survival,Nimble Neuron,"Nimble Neuron, Boltrend Global PTE.LTD",,4362,981,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,1
955900,955900,Amazing Cultivation Simulator,GSQ Games,Gamera Games,,19089,3158,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,974
1451190,1451190,Undisputed,Steel City Interactive,Deep Silver,,10277,4132,0,"500,000 .. 1,000,000",0,0,0,0,4999,4999,0,1125
962730,962730,Skater XL - The Ultimate Skateboarding Game,Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd,,16435,2661,0,"500,000 .. 1,000,000",0,0,0,0,3999,3999,0,228
760510,760510,Cat Burglar: A Tail of Purrsuit,Gamers for Good,Gamers for Good,,335,28,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,0
287980,287980,Mini Metro,Dinosaur Polo Club,Dinosaur Polo Club,,14236,560,0,"500,000 .. 1,000,000",0,0,0,0,999,999,0,167
1361000,1361000,In Silence,Ravenhood Games,Ravenhood Games,,8857,2635,0,"500,000 .. 1,000,000",0,0,0,0,999,999,0,47
468920,468920,Ultimate Fishing Simulator,"Pancake Games, 3T Labs, Bit Golem",Ultimate Games S.A.,,6403,738,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,84
418340,418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,,9339,2198,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,4
394690,394690,Tower Unite,PixelTail Games,PixelTail Games,,17686,1946,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,324
215830,215830,Closers,Naddic Games,Naddic Games,,3322,1202,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,40
784150,784150,Workers & Resources: Soviet Republic,3Division,Hooded Horse,,14756,1335,0,"500,000 .. 1,000,000",0,0,0,0,3999,3999,0,2562
960170,960170,DJMAX RESPECT V,NEOWIZ,NEOWIZ,,22801,2919,0,"500,000 .. 1,000,000",0,0,0,0,4999,4999,0,824
257730,257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,"Lightmare Studios, Yodo1 Games",,2671,781,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,5
1084600,1084600,My Time at Sandrock,Pathea Games,"Pathea Games, Focus Entertainment, PM Studios, Inc., DMM Games",,20783,2695,0,"500,000 .. 1,000,000",0,0,0,0,2999,3999,25,3387
1336490,1336490,Against the Storm,Eremite Games,Hooded Horse,,23490,1176,0,"500,000 .. 1,000,000",0,0,0,0,1949,2999,35,2849
374280,374280,Hired Ops,Absolut Soft LLC,星环互娱,,10067,4957,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,259
428950,428950,"Kivi, Toilet and Shotgun",16bit Nights,Back To Basics Gaming,,261,242,0,"500,000 .. 1,000,000",0,0,0,0,99,199,50,0
263060,263060,Blockstorm,GhostShark,IndieGala,,5152,1277,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,3
1097430,1097430,Book of Yog Idle RPG,元气工作室,元气工作室,,4122,2233,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,752
2321470,2321470,Deep Rock Galactic: Survivor,Funday Games,Ghost Ship Publishing,,20415,3487,0,"500,000 .. 1,000,000",0,0,0,0,999,999,0,3349
324810,324810,TOXIKK,Reakktor Studios,Schwiezer System GmbH,,4370,1287,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,165
462930,462930,AdVenture Communist,Hyper Hippo Games,Hyper Hippo Games,,3002,1586,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,48
1302240,1302240,Labyrinthine,Valko Game Studios,Valko Game Studios,,12856,2179,0,"500,000 .. 1,000,000",0,0,0,0,999,999,0,366
274920,274920,FaceRig,Holotech Studios,Holotech Studios,,6829,1627,0,"500,000 .. 1,000,000",0,0,0,0,0,0,0,204
397060,397060,Faeria,Abrakam Entertainment SA,Versus Evil,,5883,1134,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,51
1970580,1970580,Backpack Hero,Jaspel,"Different Tales, IndieArk",,5924,755,0,"500,000 .. 1,000,000",0,0,0,0,1999,1999,0,357
299740,299740,Miscreated,Entrada Interactive LLC,Entrada Interactive LLC,,20995,10713,0,"500,000 .. 1,000,000",0,0,0,0,2999,2999,0,74
655500,655500,MX Bikes,PiBoSo,PiBoSo,,18744,1213,0,"500,000 .. 1,000,000",0,0,0,0,3499,3499,0,2375
861650,861650,Session: Skate Sim,crea-ture Studios Inc.,Nacon,,10616,1945,0,"500,000 .. 1,000,000",0,0,0,0,3999,3999,0,338
293780,293780,Crawl,Powerhoof,Powerhoof,,6419,359,0,"500,000 .. 1,000,000",0,0,0,0,1499,1499,0,25
485310,485310,Head Shot,Indie Game Group,Indie Game Group,,866,857,0,"500,000 .. 1,000,000",0,0,0,0,199,199,0,0
1213740,1213740,She Will Punish Them,L2 Games,L2 Games,,11430,954,0,"500,000 .. 1,000,000",0,0,0,0,1599,1599,0,77
1105670,1105670,The Last Spell,Ishtar Games,"The Arcade Crew, Gamera Games, DANGEN Entertainment",,9424,842,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,504
529180,529180,Dark and Light,Snail Games USA,Snail Games USA,,6101,5419,0,"500,000 .. 1,000,000",0,0,0,0,1799,1799,0,62
1119730,1119730,"Ranch Simulator - Build, Farm, Hunt",Toxic Dog,Excalibur Games,,21076,4203,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,929
673610,673610,Airport CEO,Apog Labs,Apog Labs,,5956,1115,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,441
605740,605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Nils Jakrins,Excalibur Games,,12435,2720,0,"500,000 .. 1,000,000",0,0,0,0,2499,2499,0,163
